,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtCond,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleType,SaleCondition,SalePrice,TotalSF,TotalBath,LotFrontageRatio
666,SC60,RL,0.0,17673.5,Pave,IR1,Lvl,Inside,NAmes,Norm,1Fam,2Story,6.0,Flat,Plywood,BrkCmn,113.0,Gd,CBlock,TA,1021.0,TA,Y,1465.0,915.0,0.0,2380.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,Po,CarPort,Unf,596.0,TA,Y,0.0,170.0,0.0,0.0,0.0,0.0,WD,Abnorml,129000.0,3997.0,2.5,0.0
667,SC20,RL,65.0,8125.0,Pave,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6.0,Gable,HdBoard,BrkFace,258.0,TA,PConc,TA,1408.0,Ex,Y,1679.0,0.0,0.0,1679.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,1.0,Fa,Attchd,RFn,575.0,TA,Y,224.0,42.0,0.0,0.0,0.0,0.0,WD,Normal,193500.0,3662.0,3.0,0.008
668,SC20,RL,0.0,14175.0,Pave,Reg,Bnk,Corner,Sawyer,Norm,1Fam,1Story,5.0,Gable,Wd Sdng,None,0.0,TA,CBlock,TA,1188.0,Gd,Y,1437.0,0.0,0.0,1437.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,1.0,TA,Detchd,Unf,576.0,TA,Y,304.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,168000.0,3201.0,2.5,0.0
669,SC30,RL,80.0,11600.0,Pave,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,4.0,Gable,MetalSd,None,0.0,TA,BrkTil,TA,700.0,Ex,Y,1180.0,0.0,0.0,1180.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,1.0,Gd,Detchd,Unf,252.0,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,137500.0,2132.0,1.0,0.006896551724137931
670,SC60,RL,64.0,8633.0,Pave,Reg,Lvl,FR2,CollgCr,Norm,1Fam,2Story,6.0,Gable,VinylSd,None,0.0,TA,PConc,TA,738.0,Ex,Y,738.0,738.0,0.0,1476.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,0.0,No,Attchd,Fin,540.0,TA,Y,100.0,35.0,0.0,0.0,0.0,0.0,WD,Normal,173500.0,2754.0,3.5,0.007413413645314491
671,SC70,RH,54.0,6629.0,Pave,Reg,Lvl,Inside,Edwards,Artery,1Fam,2Story,6.0,Gambrel,Wd Sdng,None,0.0,Gd,BrkTil,TA,672.0,TA,N,697.0,672.0,0.0,1369.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,0.0,No,Detchd,Unf,300.0,TA,Y,147.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,103600.0,2341.0,3.0,0.008146025041484387
672,SC20,RL,0.0,11250.0,Pave,IR1,Lvl,Inside,Veenker,Norm,1Fam,1Story,6.0,Gable,Plywood,None,0.0,TA,CBlock,TA,1208.0,TA,Y,1208.0,0.0,0.0,1208.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,1.0,TA,Attchd,RFn,546.0,TA,Y,198.0,42.0,0.0,0.0,0.0,0.0,WD,Normal,165000.0,2962.0,2.5,0.0
673,SC20,RL,110.0,14442.0,Pave,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6.0,Hip,CmentBd,BrkFace,106.0,TA,PConc,TA,1477.0,Ex,Y,1839.0,0.0,0.0,1839.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,2.0,TA,Attchd,Fin,416.0,TA,Y,0.0,87.0,0.0,0.0,0.0,0.0,WD,Normal,257500.0,3732.0,3.0,0.007616673590915386
674,SC20,RL,80.0,9200.0,Pave,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6.0,Gable,HdBoard,None,0.0,TA,CBlock,TA,1136.0,TA,Y,1136.0,0.0,0.0,1136.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,1.0,Gd,Attchd,RFn,384.0,TA,Y,420.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,140000.0,2656.0,2.0,0.008695652173913044
675,SC160,RL,24.0,2289.0,Pave,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6.0,Gable,Brk Cmn,None,0.0,TA,CBlock,TA,855.0,TA,Y,855.0,586.0,0.0,1441.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,TA,Attchd,Unf,440.0,TA,Y,28.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,148500.0,2736.0,2.5,0.010484927916120577
676,SC70,RM,60.0,9600.0,Pave,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,4.0,Gable,Stucco,None,0.0,TA,BrkTil,Fa,1095.0,Fa,N,1095.0,679.0,0.0,1774.0,1.0,0.0,2.0,0.0,4.0,1.0,TA,8.0,0.0,No,2Types,Unf,779.0,Fa,N,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,87000.0,3648.0,3.0,0.00625
677,SC30,RL,52.0,9022.0,Pave,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5.0,Gable,VinylSd,None,0.0,TA,BrkTil,TA,768.0,Ex,Y,792.0,0.0,0.0,792.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,0.0,No,Detchd,Unf,240.0,Fa,N,316.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,109500.0,1800.0,1.0,0.005763688760806916
678,SC20,RL,80.0,11844.0,Pave,IR1,Lvl,Inside,StoneBr,Norm,1Fam,1Story,8.0,Hip,VinylSd,Stone,410.625,TA,PConc,TA,2046.0,Ex,Y,2046.0,0.0,0.0,2046.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,1.0,Gd,Attchd,Fin,834.0,TA,Y,322.0,82.0,0.0,0.0,0.0,0.0,New,Partial,340037.5,4926.0,2.5,0.006754474839581222
679,SC20,RL,0.0,9945.0,Pave,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5.0,Hip,Wd Sdng,BrkFace,57.0,TA,CBlock,TA,988.0,TA,Y,988.0,0.0,0.0,988.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,No,Detchd,Unf,572.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,128500.0,2548.0,2.0,0.0
680,SC120,RL,50.0,8012.0,Pave,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6.0,Gable,Plywood,None,0.0,TA,CBlock,TA,923.0,TA,Y,923.0,0.0,0.0,923.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,5.0,1.0,TA,Attchd,RFn,264.0,TA,Y,80.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,143000.0,2110.0,2.0,0.006240639041437843
681,SC50,RH,55.0,4500.0,Pave,IR2,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,5.0,Gable,Stucco,None,0.0,TA,BrkTil,TA,793.0,Ex,Y,848.0,672.0,0.0,1520.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,No,Detchd,Unf,281.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Abnorml,159434.0,2594.0,1.0,0.012222222222222223
682,SC120,RL,0.0,2887.0,Pave,Reg,HLS,Inside,ClearCr,Norm,1Fam,1Story,6.0,Gable,Wd Sdng,None,0.0,TA,PConc,TA,1291.0,Ex,Y,1291.0,0.0,0.0,1291.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,6.0,1.0,Gd,Attchd,Unf,431.0,TA,Y,307.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,173000.0,3013.0,2.0,0.0
683,SC20,RL,90.0,11248.0,Pave,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,9.0,Hip,VinylSd,Stone,215.0,TA,PConc,TA,1626.0,Ex,Y,1668.0,0.0,0.0,1668.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,1.0,TA,Attchd,Fin,702.0,TA,Y,257.0,45.0,0.0,0.0,0.0,0.0,WD,Normal,285000.0,3996.0,3.0,0.008001422475106686
684,SC60,RL,58.0,16770.0,Pave,IR2,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7.0,Gable,VinylSd,BrkFace,30.0,TA,PConc,TA,1195.0,Gd,Y,1195.0,644.0,0.0,1839.0,0.0,0.0,2.0,1.0,4.0,1.0,TA,7.0,0.0,No,Attchd,Fin,486.0,TA,Y,0.0,81.0,0.0,0.0,0.0,0.0,WD,Normal,221000.0,3520.0,2.5,0.0034585569469290397
685,SC160,RL,0.0,5062.0,Pave,IR1,Lvl,CulDSac,StoneBr,Norm,TwnhsE,2Story,7.0,Gable,HdBoard,None,0.0,TA,CBlock,TA,1190.0,Gd,Y,1190.0,900.0,0.0,2090.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,1.0,TA,Attchd,Fin,577.0,TA,Y,219.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,207500.0,3857.0,3.0,0.0
686,SC60,FV,84.0,10207.0,Pave,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7.0,Gable,VinylSd,None,0.0,TA,PConc,TA,874.0,Ex,Y,874.0,887.0,0.0,1761.0,0.0,0.0,3.0,0.0,3.0,1.0,Gd,7.0,0.0,No,Attchd,Fin,578.0,TA,Y,144.0,105.0,0.0,0.0,0.0,0.0,New,Partial,227875.0,3213.0,3.0,0.00822964632115215
687,SC160,FV,0.0,5105.0,Pave,IR2,Lvl,FR2,Somerst,Norm,TwnhsE,2Story,7.0,Gable,MetalSd,None,0.0,TA,PConc,TA,551.0,Ex,Y,551.0,551.0,0.0,1102.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,4.0,0.0,No,Detchd,Unf,480.0,TA,Y,0.0,60.0,0.0,0.0,0.0,0.0,WD,Normal,148800.0,2133.0,2.5,0.0
688,SC20,RL,60.0,8089.0,Pave,Reg,HLS,Inside,StoneBr,Norm,1Fam,1Story,8.0,Gable,MetalSd,BrkFace,0.0,TA,PConc,TA,1419.0,Ex,Y,1419.0,0.0,0.0,1419.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,1.0,Gd,Attchd,RFn,567.0,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,New,Partial,340037.5,3405.0,3.0,0.007417480529113611
689,SC120,RL,61.0,7577.0,Pave,IR1,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,6.0,Gable,VinylSd,Stone,256.0,TA,PConc,TA,1362.0,Ex,Y,1362.0,0.0,0.0,1362.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,1.0,Gd,Attchd,RFn,460.0,TA,Y,192.0,28.0,0.0,0.0,0.0,0.0,WD,Normal,194700.0,3184.0,2.0,0.008050679688531081
690,SC120,RM,0.0,4426.0,Pave,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6.0,Gable,VinylSd,BrkFace,147.0,TA,PConc,TA,848.0,Ex,Y,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,3.0,1.0,TA,Attchd,RFn,420.0,TA,Y,149.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,141000.0,2116.0,2.0,0.0
691,SC60,RL,104.0,17673.5,Pave,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,10.0,Gable,HdBoard,BrkFace,410.625,TA,PConc,TA,2052.0,Ex,Y,2155.125,1820.0,0.0,2747.625,0.0,0.0,3.0,1.0,4.0,1.0,Ex,10.0,2.0,Ex,Attchd,Fin,832.0,TA,Y,382.0,50.0,0.0,0.0,0.0,0.0,WD,Normal,340037.5,5631.625,3.5,0.005884516366311144
692,SC60,RL,42.0,17673.5,Pave,IR1,Lvl,Inside,Timber,Norm,1Fam,2Story,7.0,Hip,MetalSd,BrkFace,293.0,TA,PConc,TA,1210.0,Ex,Y,1238.0,1281.0,0.0,2519.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,2.0,Gd,Attchd,RFn,628.0,TA,Y,320.0,27.0,0.0,0.0,0.0,0.0,WD,Normal,335000.0,4357.0,3.5,0.0023764393017795004
693,SC30,RL,60.0,5400.0,Pave,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,5.0,Gable,MetalSd,None,0.0,TA,BrkTil,TA,1073.0,Ex,Y,1073.0,0.0,0.0,1073.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,0.0,No,Detchd,Unf,326.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Abnorml,108480.0,2472.0,1.0,0.011111111111111112
694,SC50,RM,51.0,6120.0,Pave,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1.5Fin,5.0,Gable,Wd Sdng,None,0.0,Fa,BrkTil,TA,927.0,TA,Y,1067.0,472.0,0.0,1539.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,0.0,No,Detchd,Unf,576.0,TA,Y,112.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,141500.0,3042.0,1.5,0.008333333333333333
695,SC20,RL,54.0,13811.0,Pave,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,6.0,Gable,HdBoard,BrkFace,72.0,TA,CBlock,Gd,1112.0,Gd,Y,1137.0,0.0,0.0,1137.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,1.0,TA,Attchd,Unf,551.0,TA,Y,125.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,176000.0,2800.0,3.0,0.003909926869886323
696,SC30,RM,50.0,6000.0,Pave,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5.0,Gable,Wd Shng,None,0.0,TA,CBlock,TA,616.0,Gd,Y,616.0,0.0,0.0,616.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,0.0,No,Detchd,Unf,205.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,89000.0,1437.0,1.0,0.008333333333333333
697,SC20,RL,57.0,6420.0,Pave,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,5.0,Gable,Wd Sdng,None,0.0,TA,PConc,Gd,980.0,Fa,Y,1148.0,0.0,0.0,1148.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,0.0,No,Detchd,Unf,308.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,123500.0,2436.0,1.0,0.008878504672897197
698,SC20,RL,65.0,8450.0,Pave,Reg,Lvl,Inside,Sawyer,RRAe,1Fam,1Story,5.0,Gable,MetalSd,None,0.0,Gd,CBlock,TA,894.0,Ex,Y,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,1.0,Gd,Detchd,Unf,336.0,TA,Y,416.0,144.0,0.0,0.0,0.0,0.0,WD,Normal,138500.0,2124.0,2.0,0.007692307692307693
699,SC120,FV,59.0,4282.0,Pave,IR2,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,7.0,Gable,MetalSd,None,0.0,TA,PConc,TA,1391.0,Ex,Y,1391.0,0.0,0.0,1391.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,0.0,No,Attchd,RFn,530.0,TA,Y,156.0,158.0,0.0,0.0,0.0,0.0,WD,Normal,196000.0,3312.0,2.0,0.013778608127043438
700,SC20,RL,85.0,14331.0,Pave,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,8.0,Hip,VinylSd,BrkFace,410.625,TA,PConc,TA,1800.0,Ex,Y,1800.0,0.0,0.0,1800.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,1.0,Gd,Attchd,Fin,765.0,TA,Y,270.0,78.0,0.0,0.0,0.0,0.0,WD,Normal,312500.0,4365.0,3.0,0.005931198102016607
701,SC20,RL,80.0,9600.0,Pave,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7.0,Hip,HdBoard,BrkFace,168.0,TA,CBlock,TA,1164.0,TA,Y,1164.0,0.0,0.0,1164.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,0.0,No,Attchd,Unf,528.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,COD,Normal,140000.0,2856.0,1.5,0.008333333333333333
702,SC60,RL,82.0,12438.0,Pave,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8.0,Hip,VinylSd,BrkFace,410.625,TA,PConc,Gd,1234.0,Ex,Y,1264.0,1312.0,0.0,2576.0,0.0,0.0,2.0,1.0,4.0,1.0,Ex,10.0,1.0,Gd,BuiltIn,Fin,666.0,TA,Y,324.0,100.0,0.0,0.0,0.0,0.0,New,Partial,340037.5,4476.0,2.5,0.006592699790963177
703,SC190,RM,76.0,7630.0,Pave,Reg,Lvl,Inside,OldTown,Feedr,2fmCon,2Story,5.0,Gable,Wd Sdng,None,0.0,Gd,BrkTil,TA,360.0,Gd,Y,1032.0,780.0,0.0,1812.0,0.0,0.0,2.0,0.0,4.0,1.0,Gd,8.0,1.0,Po,Detchd,Unf,672.0,TA,N,344.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,140000.0,2844.0,2.0,0.009960681520314547
704,SC20,RL,70.0,8400.0,Pave,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7.0,Gable,VinylSd,BrkFace,109.0,TA,PConc,TA,1473.0,Ex,Y,1484.0,0.0,0.0,1484.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,0.0,No,Attchd,RFn,606.0,TA,Y,0.0,35.0,0.0,0.0,0.0,0.0,WD,Normal,213000.0,3563.0,3.0,0.008333333333333333
705,SC190,RM,70.0,5600.0,Pave,Reg,Lvl,Inside,IDOTRR,Norm,2fmCon,2Story,4.0,Hip,Wd Shng,None,0.0,Fa,Slab,No,42.0,Fa,N,372.0,720.0,0.0,1092.0,0.0,0.0,2.0,0.0,3.0,1.0,Fa,7.0,0.0,No,No,No,0.0,No,N,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,55000.0,1134.0,2.0,0.0125
706,SC20,RL,0.0,17673.5,Pave,IR2,Low,CulDSac,ClearCr,Norm,1Fam,1Story,7.0,Gable,Plywood,Stone,351.0,TA,CBlock,TA,1643.0,TA,Y,1824.0,0.0,0.0,1824.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,2.0,TA,Attchd,Unf,739.0,TA,Y,380.0,48.0,0.0,0.0,0.0,0.0,WD,Normal,302000.0,4206.0,3.0,0.0
707,SC120,RL,48.0,6240.0,Pave,Reg,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8.0,Hip,MetalSd,BrkFace,176.0,TA,PConc,TA,1324.0,Ex,Y,1324.0,0.0,0.0,1324.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,1.0,Gd,Attchd,Fin,550.0,TA,Y,192.0,38.0,0.0,0.0,0.0,0.0,WD,Normal,254000.0,3198.0,3.0,0.007692307692307693
708,SC60,RL,65.0,9018.0,Pave,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7.0,Hip,VinylSd,None,0.0,TA,PConc,TA,728.0,Ex,Y,728.0,728.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,1.0,Gd,Attchd,Fin,400.0,TA,Y,100.0,24.0,0.0,0.0,0.0,0.0,New,Partial,179540.0,2584.0,2.5,0.007207806609004214
709,SC20,RL,0.0,7162.0,Pave,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5.0,Gable,HdBoard,BrkCmn,41.0,TA,PConc,TA,876.0,TA,Y,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,No,Attchd,Unf,408.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Abnorml,109900.0,2188.0,1.0,0.0
710,SC30,RL,56.0,4130.0,Pave,IR1,Lvl,Inside,BrkSide,Norm,1Fam,1Story,3.0,Gable,VinylSd,None,0.0,TA,CBlock,TA,270.0,Gd,Y,729.0,0.0,0.0,729.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,0.0,No,No,No,0.0,No,N,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,52000.0,999.0,1.0,0.013559322033898305
711,SC50,C (all),66.0,8712.0,Pave,Reg,HLS,Inside,IDOTRR,Norm,1Fam,1.5Fin,4.0,Gable,MetalSd,None,0.0,TA,Stone,TA,859.0,Gd,Y,859.0,319.0,0.0,1178.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,7.0,0.0,No,Detchd,RFn,384.0,TA,N,68.0,0.0,0.0,0.0,0.0,0.0,WD,Abnorml,102776.0,2421.0,1.0,0.007575757575757576
712,SC120,RL,40.0,4671.0,Pave,IR1,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8.0,Gable,HdBoard,None,0.0,TA,PConc,TA,1228.0,Gd,Y,1228.0,0.0,0.0,1228.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,1.0,Gd,Attchd,Fin,472.0,TA,Y,168.0,120.0,0.0,0.0,0.0,0.0,WD,Normal,189000.0,2928.0,3.0,0.008563476771569257
713,SC190,RL,60.0,9873.0,Pave,Reg,Lvl,Inside,BrkSide,RRAn,2fmCon,1Story,4.0,Gable,HdBoard,BrkFace,160.0,TA,CBlock,TA,960.0,TA,N,960.0,0.0,0.0,960.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,No,Detchd,Unf,576.0,TA,Y,0.0,170.0,0.0,0.0,0.0,0.0,WD,Normal,129000.0,2496.0,2.0,0.006077180188392586
714,SC60,RL,0.0,13517.0,Pave,IR1,Lvl,CulDSac,Sawyer,RRAe,1Fam,2Story,6.0,Gable,Plywood,BrkFace,289.0,TA,CBlock,TA,725.0,Ex,Y,725.0,754.0,0.0,1479.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,0.0,No,Attchd,RFn,475.0,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,WD,Normal,130500.0,2679.0,2.5,0.0
715,SC20,RL,78.0,10140.0,Pave,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6.0,Hip,HdBoard,BrkFace,174.0,TA,CBlock,TA,1064.0,TA,Y,1350.0,0.0,0.0,1350.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,1.0,TA,Attchd,RFn,478.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,165000.0,2892.0,2.0,0.007692307692307693
716,SC70,RM,60.0,10800.0,Pave,Reg,Bnk,Inside,OldTown,Norm,1Fam,2Story,7.0,Gable,VinylSd,None,0.0,Gd,BrkTil,TA,718.0,Ex,Y,1576.0,978.0,0.0,2554.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,8.0,0.0,No,Detchd,Unf,704.0,TA,P,0.0,48.0,0.0,0.0,0.0,0.0,WD,Normal,159500.0,3976.0,1.5,0.005555555555555556
717,SC20,RL,80.0,10000.0,Pave,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5.0,Gable,HdBoard,None,0.0,TA,CBlock,TA,1176.0,Gd,Y,1178.0,0.0,0.0,1178.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,5.0,1.0,Fa,Attchd,Unf,439.0,TA,Y,224.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,157000.0,2793.0,1.5,0.008
718,SC60,RL,96.0,10542.0,Pave,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7.0,Hip,ImStucc,BrkFace,410.625,TA,PConc,TA,1311.0,Ex,Y,1325.0,1093.0,0.0,2418.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,1.0,TA,Attchd,RFn,938.25,TA,Y,250.0,154.0,0.0,0.0,0.0,0.0,WD,Normal,340037.5,4667.25,3.5,0.00910643141718839
719,SC20,RL,69.0,9920.0,Pave,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5.0,Gable,Plywood,None,0.0,TA,CBlock,TA,971.0,TA,Y,971.0,0.0,0.0,971.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,1.0,Po,Attchd,Unf,300.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,128500.0,2242.0,1.5,0.006955645161290323
720,SC120,RL,0.0,6563.0,Pave,IR1,Low,CulDSac,StoneBr,Norm,1Fam,1Story,8.0,Gable,HdBoard,None,0.0,TA,PConc,TA,1742.0,TA,Y,1742.0,0.0,0.0,1742.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,1.0,TA,Attchd,RFn,564.0,TA,Y,114.0,28.0,0.0,0.0,0.0,0.0,WD,Normal,275000.0,4048.0,3.0,0.0
721,SC120,RM,0.0,4426.0,Pave,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6.0,Gable,VinylSd,BrkFace,169.0,TA,PConc,TA,848.0,Ex,Y,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,3.0,0.0,No,Attchd,RFn,420.0,TA,Y,160.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,143000.0,2116.0,2.0,0.0
722,SC20,RL,70.0,8120.0,Pave,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4.0,Gable,MetalSd,None,0.0,Gd,CBlock,TA,864.0,Ex,Y,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,No,Detchd,Unf,463.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,124500.0,2191.0,1.0,0.008620689655172414
723,SC50,RL,60.0,8172.0,Pave,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4.0,Gable,MetalSd,None,0.0,TA,PConc,TA,941.0,Ex,Y,997.0,473.0,0.0,1470.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,0.0,No,Detchd,Unf,548.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,135000.0,2959.0,2.0,0.007342143906020558
724,SC20,RL,86.0,13286.0,Pave,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,9.0,Hip,CmentBd,Stone,340.0,TA,PConc,TA,1698.0,Ex,Y,1698.0,0.0,0.0,1698.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,8.0,1.0,Gd,Attchd,Fin,768.0,TA,Y,327.0,64.0,0.0,0.0,0.0,0.0,WD,Normal,320000.0,4164.0,3.0,0.006472979075718802
725,SC20,RL,60.0,6960.0,Pave,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4.0,Gable,Plywood,None,0.0,TA,CBlock,TA,864.0,TA,Y,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,0.0,No,Detchd,Unf,660.0,TA,Y,96.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,120500.0,2388.0,1.0,0.008620689655172414
